gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000178248.11,LINC01658,NA,NA,NA,NA,0.0573053808305898,0.001375077937863141,0.0014352170956590412,0,NA,11
ENSG00000178803.10,ADORA2A-AS1,NA,NA,NA,NA,0.141423891078108,2.695609550770572e-07,3.652988282076698e-07,0,NA,45
ENSG00000182257.6,PRR34,NA,NA,NA,NA,0.0813073922991029,0.0001251269733328078,0.0001391848221527649,0,NA,21
ENSG00000182841.12,RRP7BP,NA,NA,NA,NA,0.154977709853433,6.469687886936683e-08,9.162067248023157e-08,0,21.0,58
ENSG00000183066.14,WBP2NL,NA,NA,NA,NA,0.380231357132768,8.148141219100461e-20,2.7036880289308428e-19,0,10.0,59
ENSG00000183172.8,SMDT1,NA,NA,NA,NA,0.0753206245729721,0.00022778298482303445,0.00024879577562458876,0,10.0,22
ENSG00000183307.3,CECR6,NA,NA,NA,NA,0.0739167254476316,0.0002620920838598206,0.00028528634835967676,0,NA,11
ENSG00000183506.17,PI4KAP2,NA,NA,NA,NA,0.273783149263198,9.306578379441115e-14,1.979144969206191e-13,0,NA,52
ENSG00000183579.15,ZNRF3,NA,NA,NA,NA,0.3079173095201,1.3340985170928825e-15,3.2556964608364954e-15,0,NA,101
ENSG00000183628.12,DGCR6,NA,NA,NA,NA,0.158976587954145,4.231312869961159e-08,6.066994795443684e-08,0,NA,35
ENSG00000183741.11,CBX6,NA,NA,NA,NA,0.208275016060061,1.9443097113215368e-10,3.286902967363805e-10,0,NA,55
ENSG00000183762.12,KREMEN1,NA,NA,NA,NA,0.287162830649327,1.8038944959638476e-14,4.044456473625142e-14,0,NA,54
ENSG00000183864.4,TOB2,NA,NA,NA,NA,0.169805144389912,1.3286122719308023e-08,1.9663804050419153e-08,0,NA,47
ENSG00000184068.2,RP5-821D11.7,NA,NA,NA,NA,0.107176573247299,9.204960567490678e-06,1.1203494197126025e-05,0,10.0,21
ENSG00000184076.13,UQCR10,NA,NA,NA,NA,0.143110431565647,2.259264721363541e-07,3.0821268388846643e-07,0,NA,22
ENSG00000184117.11,NIPSNAP1,NA,NA,NA,NA,0.175661507025542,7.062968389787388e-09,1.0661171934510682e-08,0,NA,37
ENSG00000184164.14,CRELD2,NA,NA,NA,NA,0.229683609502924,1.7091217903010228e-11,3.1033049613214034e-11,0,NA,67
ENSG00000184208.10,C22orf46,NA,NA,NA,NA,0.0537891857966553,0.001953245404233024,0.002026698901647998,0,NA,33
ENSG00000184702.17,SEPT5,NA,NA,NA,NA,0.126388355014836,1.2859890393296997e-06,1.664002413779354e-06,0,NA,22
ENSG00000184708.17,EIF4ENIF1,NA,NA,NA,NA,0.287698764900216,1.688121108076961e-14,3.7941430384078075e-14,0,NA,66
ENSG00000184792.15,OSBP2,NA,NA,NA,NA,0.122210750440202,1.9779834547373e-06,2.5234257125973776e-06,0,NA,32
ENSG00000184949.15,FAM227A,NA,NA,NA,NA,0.149631334865222,1.1384421626291308e-07,1.5848494833691596e-07,0,13.0,32
ENSG00000184983.9,NDUFA6,NA,NA,NA,NA,0.086186168118457,7.671057604605224e-05,8.677872109223441e-05,0,10.0,45
ENSG00000185065.6,AC000068.5,NA,NA,NA,NA,0.0742153940695166,0.00025438594208950334,0.0002771280573770876,0,NA,10
ENSG00000185133.13,INPP5J,NA,NA,NA,NA,0.231969057263391,1.3135706912037146e-11,2.406117924796597e-11,0,NA,77
ENSG00000185252.18,ZNF74,NA,NA,NA,NA,0.143556372901811,2.1561024429653937e-07,2.94488914017631e-07,0,NA,42
ENSG00000185339.8,TCN2,NA,NA,NA,NA,0.0880218874785025,6.379286430397517e-05,7.264859162430886e-05,0,NA,11
ENSG00000185608.8,MRPL40,NA,NA,NA,NA,0.257553475344859,6.555894548041102e-13,1.314899784051553e-12,0,NA,62
ENSG00000186716.20,BCR,NA,NA,NA,NA,0.104915291023449,1.1582962359641917e-05,1.3977443940161535e-05,0,NA,24
ENSG00000186951.16,PPARA,NA,NA,NA,NA,0.105322856593689,1.111332844723943e-05,1.3433661593637137e-05,0,NA,48
ENSG00000187792.4,ZNF70,NA,NA,NA,NA,0.0337050337564007,0.014727980429561693,0.014922880920468996,0,NA,23
ENSG00000187860.10,CCDC157,NA,NA,NA,NA,0.249406058074719,1.7206460549810115e-12,3.3492850214794467e-12,0,NA,75
ENSG00000188064.9,WNT7B,NA,NA,NA,NA,0.0660708771907499,0.0005735902908358867,0.0006115279174054453,0,NA,14
ENSG00000188511.12,C22orf34,NA,NA,NA,NA,0.0488537421252745,0.0031990612327277928,0.003290749508094823,0,24.0,10
ENSG00000188677.14,PARVB,NA,NA,NA,NA,0.471621439177547,6.882616842126206e-26,3.482240283340065e-25,0,NA,80
ENSG00000189060.5,H1F0,NA,NA,NA,NA,0.227985648751499,2.0773197569323436e-11,3.7461067569566973e-11,0,13.0,55
ENSG00000189269.12,DRICH1,NA,NA,NA,NA,0.0802234199152968,0.00013947671831485205,0.00015445487379496935,0,NA,25
ENSG00000189306.10,RRP7A,NA,NA,NA,NA,0.0775290703988719,0.00018264754343431299,0.0002006415147147857,0,21.0,11
ENSG00000196236.12,XPNPEP3,NA,NA,NA,NA,0.0653431024691916,0.0006167813461395411,0.000656433106490224,0,NA,11
ENSG00000196588.14,MKL1,NA,NA,NA,NA,0.20428137778566,3.039972656329348e-10,5.071957284611232e-10,0,NA,56
ENSG00000197077.13,KIAA1671,NA,NA,NA,NA,0.155225743533196,6.301824665908892e-08,8.927099141284443e-08,0,NA,34
ENSG00000197421.9,GGT3P,NA,NA,NA,NA,0.289568969215835,1.3387950520240084e-14,3.036496899036433e-14,0,NA,65
ENSG00000198089.15,SFI1,NA,NA,NA,NA,0.137492314684415,4.0641804487712396e-07,5.446570881462974e-07,0,NA,99
ENSG00000198355.4,PIM3,NA,NA,NA,NA,0.122071460937709,2.00653155263704e-06,2.5577153032226865e-06,0,NA,34
ENSG00000198832.10,SELENOM,NA,NA,NA,NA,0.125999133350824,1.3387084052701947e-06,1.7292356006779909e-06,0,NA,52
ENSG00000198911.11,SREBF2,NA,NA,NA,NA,0.176685166528595,6.32192333247366e-09,9.5819583600739e-09,0,10.0,35
ENSG00000198951.11,NAGA,NA,NA,NA,NA,0.0763517127879696,0.00020547191905551242,0.00022498820072482995,0,10.0,32
ENSG00000203280.4,CTA-221G9.12,NA,NA,NA,NA,0.0988514156901383,2.1413062572502758e-05,2.528508146975393e-05,0,NA,22
ENSG00000205559.3,CHKB-AS1,NA,NA,NA,NA,0.143584540424293,2.1497453577503124e-07,2.937079605503326e-07,0,NA,24
ENSG00000205593.11,DENND6B,NA,NA,NA,NA,0.28745780169091,1.7392355764344984e-14,3.9042502996042443e-14,0,NA,42
ENSG00000205632.3,LINC01310,NA,NA,NA,NA,0.0445434044854303,0.004927626322474999,0.0050333552696943075,0,24.0,62
ENSG00000206069.6,TMEM211,NA,NA,NA,NA,0.0931794639378485,3.796259041859258e-05,4.397381250202075e-05,0,NA,20
ENSG00000206140.10,TMEM191C,NA,NA,NA,NA,0.0913350367620314,4.571320936915529e-05,5.263980043662098e-05,0,NA,10
ENSG00000206195.10,DUXAP8,NA,NA,NA,NA,0.126355251344701,1.290391578594566e-06,1.6694054948080642e-06,0,10.0,22
ENSG00000213707.2,HMGB1P10,NA,NA,NA,NA,0.221152178361531,4.537065550106e-11,8.007406506794838e-11,0,10.0,34
ENSG00000213923.11,CSNK1E,NA,NA,NA,NA,0.183005939849652,3.180198183787679e-09,4.9183068359941414e-09,0,13.0,21
ENSG00000214076.3,CPSF1P1,NA,NA,NA,NA,0.0860367634438481,7.786993009376296e-05,8.804687640924122e-05,0,12.0,10
ENSG00000215193.12,PEX26,NA,NA,NA,NA,0.265753926956637,2.4572645691126903e-13,5.071281864556918e-13,0,NA,47
ENSG00000215347.3,SLC25A5P1,NA,NA,NA,NA,0.186087856271888,2.2710581643581374e-09,3.5535562694350423e-09,0,10.0,41
ENSG00000215478.8,CES5AP1,NA,NA,NA,NA,0.167846158827839,1.639909271869809e-08,2.4100266138739288e-08,0,NA,79
ENSG00000215493.3,XXbac-B562F10.11,NA,NA,NA,NA,0.0575143911436351,0.0013466980454010851,0.0014065546937757382,0,NA,34
ENSG00000221890.3,NPTXR,NA,NA,NA,NA,0.198069675011936,6.067945527929448e-10,9.902714655526778e-10,0,NA,32
ENSG00000223553.6,SMPD4P1,NA,NA,NA,NA,0.209732251768552,1.650890136872404e-10,2.804803731062065e-10,0,NA,62
ENSG00000223704.1,LINC01422,NA,NA,NA,NA,0.0688153136365124,0.00043619299113301796,0.00046803003649774247,0,10.0,11
ENSG00000223843.4,EFCAB6-AS1,NA,NA,NA,NA,0.145781859309481,1.70705159749396e-07,2.3490175344877198e-07,0,NA,34
ENSG00000224205.1,AP000351.4,NA,NA,NA,NA,0.192101582914509,1.1735109420086057e-09,1.879090020072337e-09,0,NA,57
ENSG00000224271.5,RP11-191L9.4,NA,NA,NA,NA,0.157580035014045,4.908623413070092e-08,7.007525158372903e-08,0,NA,42
ENSG00000224404.1,LL22NC03-13G6.2,NA,NA,NA,NA,0.246328094387154,2.471134900109868e-12,4.75692173941116e-12,0,11.0,66
ENSG00000224715.1,CITF22-49D8.1,NA,NA,NA,NA,0.0945985452910482,3.290171793219502e-05,3.826594738746935e-05,0,5.0,22
ENSG00000224883.1,CTA-250D10.19,NA,NA,NA,NA,0.0630587885903976,0.000774611399890153,0.0008197569157095976,0,10.0,48
ENSG00000225282.1,AP000350.6,NA,NA,NA,NA,0.0679667213630043,0.00047473950102015024,0.0005080254525242419,0,NA,11
ENSG00000225335.3,XXbac-B476C20.9,NA,NA,NA,NA,0.254147908294929,9.824688569679171e-13,1.9429452987131344e-12,0,NA,32
ENSG00000225450.1,RP3-508I15.14,NA,NA,NA,NA,0.047437938871031,0.0036862666051019465,0.003784292465662199,0,NA,13
ENSG00000225724.1,ASH2LP3,NA,NA,NA,NA,0.211659645414315,1.32912431477114e-10,2.2732677222854122e-10,0,NA,46
ENSG00000226085.3,UQCRFS1P1,NA,NA,NA,NA,0.0388190180219701,0.008768393025184406,0.008908989839145674,0,NA,13
ENSG00000226287.8,TMEM191A,NA,NA,NA,NA,0.131614263672303,7.488579268413205e-07,9.839134322634137e-07,0,NA,21
ENSG00000226450.2,CYP2D8P,NA,NA,NA,NA,0.0969984911959215,2.582332654674317e-05,3.03213705190385e-05,0,10.0,23
ENSG00000226471.6,CTA-292E10.6,NA,NA,NA,NA,0.320126221744417,2.783230641458283e-16,7.135134802934907e-16,0,NA,68
ENSG00000227188.1,MGAT3-AS1,NA,NA,NA,NA,0.0693263141567591,0.0004145053026888806,0.0004454356398953725,0,NA,22
ENSG00000227201.2,CNN2P1,NA,NA,NA,NA,0.096132036468215,2.8184651474910442e-05,3.295921824506518e-05,0,NA,51
ENSG00000227895.5,ISX-AS1,NA,NA,NA,NA,0.261173393228766,4.25651090919646e-13,8.639015293504986e-13,0,NA,43
ENSG00000228274.3,RP3-508I15.9,NA,NA,NA,NA,0.303776782666756,2.2563141435869255e-15,5.434079777529927e-15,0,NA,54
ENSG00000228839.5,PIK3IP1-AS1,NA,NA,NA,NA,0.0688295991297235,0.0004355715709180585,0.0004674724440597034,0,NA,22
ENSG00000229770.1,CTA-796E4.4,NA,NA,NA,NA,0.191944501003419,1.193990820585697e-09,1.9098864309786534e-09,0,NA,43
ENSG00000231466.2,CTA-246H3.11,NA,NA,NA,NA,0.0690206193292187,0.0004273465938585097,0.0004588058546824009,0,NA,13
ENSG00000231907.2,GAPDHP37,NA,NA,NA,NA,0.0294663747029975,0.02272623560318918,0.022991483453215392,0,NA,11
ENSG00000232346.1,SC22CB-1E7.1,NA,NA,NA,NA,0.0666794968156385,0.0005397997156755717,0.0005760371414201107,0,12.0,21
ENSG00000235159.1,RP6-109B7.4,NA,NA,NA,NA,0.192121743537803,1.170907769282898e-09,1.8755754156504996e-09,0,NA,24
ENSG00000235271.5,LINC01422,NA,NA,NA,NA,0.150043053222025,1.0900733974177922e-07,1.519817052424078e-07,0,10.0,23
ENSG00000235478.4,LINC01664,NA,NA,NA,NA,0.0892514998908783,5.6375202800031015e-05,6.448093655255633e-05,0,NA,11
ENSG00000235513.1,RP4-756G23.5,NA,NA,NA,NA,0.143101482328891,2.2613843047357192e-07,3.084560420414458e-07,0,NA,24
ENSG00000235776.2,AC000089.3,NA,NA,NA,NA,0.308201194246429,1.2867469392626916e-15,3.1426451031221714e-15,0,NA,90
ENSG00000235954.6,TTC28-AS1,NA,NA,NA,NA,0.179737723604734,4.539336650232215e-09,6.947763641901315e-09,0,10.0,25
ENSG00000236540.7,AC006547.13,NA,NA,NA,NA,0.0876797016861057,6.602457022747525e-05,7.504128540945604e-05,0,NA,35
ENSG00000236670.1,KRT18P5,NA,NA,NA,NA,0.101639078897723,1.6148535602666655e-05,1.923172328156853e-05,0,NA,22
ENSG00000236754.5,AC004019.13,NA,NA,NA,NA,0.105010099557683,1.1471986104042654e-05,1.3850802670689082e-05,0,NA,38
ENSG00000237015.1,CTA-984G1.5,NA,NA,NA,NA,0.134059992706742,5.809371783204774e-07,7.68670909333028e-07,0,NA,31
ENSG00000237037.9,NDUFA6-AS1,NA,NA,NA,NA,0.0863347432622537,7.55746942842975e-05,8.554688168348184e-05,0,10.0,11
ENSG00000237316.1,RP1-288L1.4,NA,NA,NA,NA,0.132572671715557,6.779786513907261e-07,8.934692841333895e-07,0,NA,23
ENSG00000237476.1,LINC01637,NA,NA,NA,NA,0.0932960491852216,3.751913936648544e-05,4.3487555506404465e-05,0,NA,24
ENSG00000237517.9,DGCR5,NA,NA,NA,NA,0.148545507092125,1.2764461170731094e-07,1.769995008099567e-07,0,NA,22
ENSG00000237668.1,RPS15AP38,NA,NA,NA,NA,0.163541864574463,2.6004638817775097e-08,3.7799497145660116e-08,0,11.0,34
ENSG00000238125.1,SLC9A3P2,NA,NA,NA,NA,0.189168110642709,1.620292027455748e-09,2.565439108782253e-09,0,NA,10
ENSG00000239713.8,APOBEC3G,NA,NA,NA,NA,0.0940566318801971,3.47498895812303e-05,4.0354143765463096e-05,0,NA,11
ENSG00000239900.12,ADSL,NA,NA,NA,NA,0.0778377810127856,0.00017709302625043387,0.00019475792721495243,0,NA,10
ENSG00000240972.1,MIF,NA,NA,NA,NA,0.124556741436326,1.5534541536756257e-06,1.9956846705776916e-06,0,NA,53
ENSG00000241973.10,PI4KA,NA,NA,NA,NA,0.071343709939889,0.00033889628415857166,0.0003659394827651847,0,NA,11
ENSG00000241990.5,PRR34-AS1,NA,NA,NA,NA,0.165635378019468,2.0786064245797085e-08,3.038701007006899e-08,0,NA,108
